,group_id,group_name,group_des,group_risk_id
0,f6f013f5-c669-4955-88d2-a77f2bd5789c,New York - Manhattan,Market,
1,7c27f0f9-9349-4ef1-9b6f-5405522906e7,Washington DC,Market,
2,b61fb71f-d8cf-4261-9a5f-544ca9d4ef63,Los Angeles,Market,
3,5799614b-35d7-482a-be21-0a8014cc70bd,Seattle,Market,
4,70da4178-29f3-46f1-8b97-121f89f10b73,Denver,Market,
5,99f014e3-5c72-4c4e-8d9d-1d0ba9a9627a,San Francisco Bay Area,Market,
6,2871af99-2e82-495a-9c61-e942b1c549de,Atlanta,Market,
7,191f7a50-10bf-456c-a6b5-96fd94b22467,Austin,Market,
8,94c7baaa-3594-4f2e-9337-4b6befc6dc60,Dallas/Ft. Worth,Market,
9,7360e327-8fdd-4cca-827a-0512beba06f9,San Diego,Market,
10,6939fd97-e0df-4ad1-a33c-0ca335ea942a,Orange County,Market,
11,79e35dc4-4a76-4f62-ae85-0e946594700f,EQR Portfolio,Portfolio,
