,Iris ID,Risk ID 1,Risk ID 2,Risk ID 3,Assessment ID,Ledger,Property Name,Address,City,State,County,ZIP,Market,Submarket,# Buildings,Year Built,Construction Type,Units,LATITUDE,LONGITUDE,Rentable Sqft,Primary Use,Number of beds,n Floors,Seismic Risk 2022,Wildfire Risk 2022,Wildfire Risk 2050,Flood Risk 2022,Flood Risk 2030,Flood Risk 2050
75,7fd04c99-02a8-4c2d-8071-2a5c3e204bc1,5953effd-c09a-46c8-937b-0494a14f4b96,d3ad2045-1469-4706-97a6-fb193606f2c1,8da285d8-48d6-4f50-b03c-a229d8c0879d,,29806,Quarry Hills,333 Ricciuti Dr.,Quincy,MA,Norfolk,2169,Boston,128 South,23,2006,Garden,316,42.2419,-71.0485,-1,PRIMARY_USE_RESIDENTIAL,550,4.0,Not Assessed,Very Low,Very Low,Low,Low,Low
76,a3f99cf1-049d-46d2-8147-c2dd61bed8ad,3a44b7e2-f77f-4393-8d5a-25e739da992a,5807148b-60a3-4f36-bd4e-06fe4fc7063d,54cd8b4d-7518-468d-9df8-dddcd0f1c301,,29807,Avenir,101 Canal St.,Boston,MA,Suffolk,2114,Boston,City of Boston,1,2009,High-Rise,241,42.3643,-71.0598,-1,PRIMARY_USE_RETAIL,353,10.0,Very Low,Very Low,Very Low,Low,Very Low,Low
77,594ec61d-768b-4e24-a0c2-5c6651585b87,555ba4d7-d2b0-4cc3-a869-d15d218dcc7d,87b76a9c-9981-4aff-8759-1dc5426f3529,9faf4a02-0e1e-4cb9-af1a-6a6ef0c076ae,,29835,Westside,3165 Sawtelle Blvd.,Los Angeles,CA,Los angeles,90066,Los Angeles,West Los Angeles,3,2004,Garden,204,34.0243,-118.429,-1,PRIMARY_USE_RESIDENTIAL,293,5.0,Very Low,Very Low,Very Low,Very Low,Low,Low
78,3d1f3251-8cc0-4d3c-86eb-38f734ac92e3,385ee151-afc8-4430-9f0d-022dcf848e1f,ea57ec72-c4b8-421c-b6ea-282a4b606ea5,6a55ce78-ae9e-4623-b602-2ec09b0be3d9,,29836,Mariposa at Playa Del Rey,8700 Pershing Dr.,Playa del Rey,CA,Los angeles,90293,Los Angeles,West Los Angeles,1,2004,Mid-Rise,354,33.955161,-118.440412,-1,PRIMARY_USE_RESIDENTIAL,543,5.0,Very Low,Very Low,Very Low,Low,Low,Low
79,aaee5b1b-d9f3-4b31-8c8b-493578ca7788,c6a4c424-03e6-4553-9a9f-d6ff80962353,76a1eb80-225a-4989-9cb7-67e36d6fb59a,6ec73a42-0138-4db7-9155-e8a26d3a6a9e,,29838,Marina 41,4157 Via Marina,Marina del Rey,CA,Los angeles,90292,Los Angeles,West Los Angeles,8,1973,High-Rise,623,33.979755,-118.460418,-1,PRIMARY_USE_RESIDENTIAL,872,14.0,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low
80,29b2da4e-f00d-43e4-81d3-e48ef23af864,7555634b-cfb9-4cdd-990a-3bdeb0bde16e,27373b1c-1ba0-48ba-8984-9e44dad45282,698a8bcc-2f1c-4a50-9a68-926e48e91bab,,29839,425 Broadway,425 Broadway,Santa Monica,CA,Los angeles,90401,Los Angeles,West Los Angeles,1,2000,Mid-Rise,101,34.015646,-118.493215,-1,NONE,101,8.0,Not Assessed,Very Low,Very Low,Very Low,Very Low,Very Low
81,7dd1aeb7-c6ab-4771-9c21-b4117d893e70,ff35fd0d-4944-43a0-926b-4e7b35e62482,e1b85c25-dd23-48c4-8868-7bdab6d1155c,c50a89ef-ce75-4597-ada3-c3925f4c8d8f,,29843,Breakwater at Marina del Rey,13900 Fiji Way,Marina del Rey,CA,Los angeles,90292,Los Angeles,West Los Angeles,4,1966,Garden,224,33.9681,-118.446,-1,PRIMARY_USE_RESIDENTIAL,317,4.0,Low-Medium,Very Low,Very Low,Low-Medium,Low-Medium,Low-Medium
82,d704fbc6-df00-4714-9920-10af62edb084,4386150c-7d04-4ec4-8ac6-f04bd94d35ea,3ebe138b-343c-409a-8608-32790c0277c4,c003c858-08fb-4c43-9fb8-688e9c1289d7,,29905,Lofts at Kendall Square II,249 Third St,Cambridge,MA,Middlesex,2142,Boston,MA-Cambridge,1,2019,Mid-Rise,84,42.366835,-71.082164,-1,NONE,-1,-1.0,Not Assessed,Very Low,Very Low,Low,Very Low,Low-Medium
83,d71f4d10-6745-4591-b8d4-089aca0adfd4,f5bdefa6-7698-4cf9-b86e-e0b37ab31285,2f944973-c2fc-4217-910d-91184d536c54,8ac332ea-04a7-4739-91e7-ab7ab2a5c55f,,29985,Vintage at 425 Broadway,1455 4th Street,Santa Monica,CA,Los angeles,90401,Los Angeles,West Los Angeles,1,1934,Mid-Rise,60,34.015414,-118.493771,-1,NONE,60,5.0,Medium,Very Low,Very Low,Very Low,Very Low,Very Low
84,05bfed4c-6faa-41b2-842b-aa3b245de63e,403db482-b6e8-466b-a206-7d1b245f789e,1d997c09-8962-42d7-8661-75568506f8c4,e132407b-6c6a-4c9e-99ef-5ba896765cb2,,51010,Country Oaks,5813 Hickory Drive,Oak Park,CA,Ventura,91377,Los Angeles,Ventura County,38,1985,Garden,256,34.18190368,-118.7644494,-1,PRIMARY_USE_RESIDENTIAL,434,2.0,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low
85,6d31faf0-70cb-4073-a7ea-6e59dae26e56,3f6d537d-9231-450f-bf2f-28dbbb1dc1d6,7a843613-7384-4f11-ad67-4cdd4d4638f3,c5fae290-abb1-40e0-a096-d400727af144,,19100_high-rise_01,Emerson Place,One Emerson Place,Boston,MA,Suffolk,2114,Boston,City of Boston,2,1962,High-Rise,444,42.365186,-71.068851,-1,PRIMARY_USE_HEALTHCARE,280,18.0,Very Low,Very Low,Very Low,Low,Low-Medium,Low-Medium
86,7db27b2b-87bd-45e8-bcbd-cc0dba3eac61,d5dab04c-13f0-43d7-a770-9fe96abccef5,db484d27-332d-4097-a725-796e33a47df7,f793de7d-8ff7-43c9-994c-ed62f461e6a6,,19100_high-rise_02,Emerson Place,One Emerson Place,Boston,MA,Suffolk,2114,Boston,City of Boston,2,1962,High-Rise,444,42.365186,-71.068851,-1,PRIMARY_USE_HEALTHCARE,632,25.0,Very Low,Very Low,Very Low,Low,Low-Medium,Low-Medium
87,c0693cae-2302-431e-90b3-0ddb156b1976,f417e431-1415-448d-8bc6-7678196f355b,3a8cd560-6817-4e57-a0da-149c20ffabe0,3937b8cb-0ec6-427c-a522-3d3afc3c9d86,,19147_high-rise,Gateway at Malden Center,14 Summer Street,Malden,MA,Middlesex,2148,Boston,128 North,2,1988,High-Rise,203,42.42769477,-71.07409081,-1,PRIMARY_USE_RETAIL,319,11.0,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low
88,5394afc9-9c48-495c-8146-e5b53bf7e836,00fa2068-87fe-41fe-85c9-cc75a18ba5ff,5a9d1e09-38db-4c99-b9eb-9c3a15274081,ab9ee4bb-b054-4ae3-9f9e-076ff1a1be25,,19147_mid-rise,Gateway at Malden Center,14 Summer Street,Malden,MA,Middlesex,2148,Boston,128 North,2,1988,Mid-Rise,203,42.42769477,-71.07409081,-1,PRIMARY_USE_OFFICE,0,4.0,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low
89,2338f445-8432-46f7-9802-dd3f76264ef8,47ebc9bf-67ca-4ddd-a455-32aa61f785ce,b33a7a0d-0234-4640-af56-2913c4baacdc,ada15e92-0f68-4d75-a1c3-b74bc5df8ed2,,19155_low-rise,West End Villas,"6, 7 and 8 Emerson Place (three stand alone low rise buildings)",Boston,MA,Suffolk,2114,Boston,City of Boston,5,2008,Garden,310,42.364683,-71.068301,-1,PRIMARY_USE_RESIDENTIAL,54,3.0,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low
90,165c7cfa-7a37-4e70-be78-be6cd5106e57,e48ef1da-8f9f-4557-84e7-7bc6c4b28999,bfcf59bf-04d8-417a-8c9c-7bb3d2dbfc23,86551cc8-13c1-4912-b8bf-4695ef2c72d7,,19155_mid-rise_01,West End - Asteria,4 Emerson Place,Boston,MA,Suffolk,2114,Boston,City of Boston,5,2008,Mid-Rise,310,42.364683,-71.068301,-1,PRIMARY_USE_RESIDENTIAL,197,14.0,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low
91,737a15b1-3d6a-4c4e-988d-6a1d765d2dee,007ddf93-35af-40b4-be01-d3767a59cb61,b7443684-014c-4195-b9f9-9826905ed635,91a41928-4cb3-47b1-87d5-fef5511477bb,,19155_mid-rise_02,West End - Vesta,175 Blossom,Boston,MA,Suffolk,2114,Boston,City of Boston,5,2008,Mid-Rise,310,42.364683,-71.068301,-1,PRIMARY_USE_RESIDENTIAL,143,16.0,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low
92,3f8dc3bc-dc5c-4271-9a63-d4caa01c8810,2bee7e5f-dcd9-4efa-9f45-071e3fd87974,21462032-3020-4af6-b6b3-0aa70bb6e5ce,201da095-35ae-4ef9-a89a-9ab85367e172,,29837_garden,Prado,201 W. Fairview,Glendale,CA,Los angeles,91202,Los Angeles,Glendale/Pasadena,1,1988,Garden,264,34.160843,-118.258338,-1,PRIMARY_USE_RESIDENTIAL,244,2.0,Very Low,Very Low,Very Low,Low,Low,Low
93,a1ba9126-0ee8-4bbe-b736-909dfcbe5932,2d78e192-be3d-4236-a8a2-cf0af2c73542,2053f911-1bda-4bcd-93f9-8d6c34cc21dd,e4636344-92fe-4d90-b31a-6396fb57c8a9,,29837_mid-rise,Prado,201 W. Fairview,Glendale,CA,Los angeles,91202,Los Angeles,Glendale/Pasadena,1,1988,Mid-Rise,264,34.160843,-118.258338,-1,PRIMARY_USE_RESIDENTIAL,244,4.0,Very Low,Very Low,Very Low,Low-Medium,Low-Medium,Low-Medium
