,Iris ID,Risk ID 1,Risk ID 2,Assessment ID,Ledger,type,Property Name,Address,City,State,County,ZIP,Market,Submarket,# Buildings,Year Built,retail_gfa,Construction Type,Units,number_of_beds,rentable_sqft,Acquired Year,LATITUDE,lat,LONGITUDE,long,Seismic Risk,Flood Risk,Wildfire Risk,Extreme Heat Risk,Executive Summary,Seismic Assessment Title,Seismic Assessment Status,Seismic Assessment Executive Summary,Seismic Recommendation Title,Seismic Recommendation Description,Seismic Recommendation Cost,Seismic Recommendation Further Assessment,Seismic Recommendation Status,Flood Assessment Title,Flood Assessment Status,Flood Assessment Executive Summary,Flood Recommendation Title,Flood Recommendation Description,Flood Recommendation Cost,Flood Recommendation Further Assessment,Flood Recommendation Status,Wildfire Assessment Title,Wildfire Assessment Status,Wildfire Assessment Executive Summary,Wildfire Recommendation Title,Wildfire Recommendation Description,Wildfire Recommendation Cost,Wildfire Recommendation Further Assessment,Wildfire Recommendation Status,Extreme Heat Assessment Title,Extreme Heat Assessment Status,Extreme Heat Assessment Executive Summary,Extreme Heat Recommendation Title,Extreme Heat Recommendation Description,Extreme Heat Recommendation Cost
28,3d988913-7e8c-48eb-8e0e-0c653979f931,d3b16790-2a65-4025-940a-76684c7919ec,e9fcecd2-930d-4b7c-9dbd-c4715a58bf74,,24012,Residential,Vantage Hollywood,1710 North Fuller Avenue,Los Angeles,CA,Los Angeles,90046,Los Angeles,Hollywood/Mid Wilshire,1,1987,,Mid-Rise,298,324,164056,2013,42.365021905031,34.102149,-71.060502989794,-118.348364,Low,Low,Catastrophic,Very Low,EQR Portfolio Risk Assessment - Tier I evaluation of the following direct financial loss risks:\n- Seismic\n- Flood\n- Wildfire\n- Extreme Heat,2022 - Seismic,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Flood,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Wildfire,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Extreme Heat,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,
29,b02d1cd6-2be5-435f-a0b8-d87350f081ed,f2bc3b69-cd9b-46b2-a031-d59ca5eb0da5,104f6957-7081-4cb4-9b11-2e17952f768a,,24013,Residential,C on Pico,12301 W Pico Blvd,Los Angeles,CA,Los Angeles,90064,Los Angeles,West Los Angeles,1,2014,,Mid-Rise,94,142,64961,2012,37.485702,34.028469,-122.200148,-118.45282,Low,Very Low,Catastrophic,Very Low,EQR Portfolio Risk Assessment - Tier I evaluation of the following direct financial loss risks:\n- Seismic\n- Flood\n- Wildfire\n- Extreme Heat,2022 - Seismic,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Flood,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Wildfire,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Extreme Heat,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,
30,9272a68a-8a66-4e91-a96f-46a4e2be1865,ee66443c-3b7d-4647-b4e7-2198bf98549a,ce0e367a-faef-4c7a-9014-bc13ce0133c4,,24022,Residential,Radius Koreatown,680 S Berendo St,Los Angeles,CA,Los Angeles,90005,Los Angeles,Hollywood/Mid Wilshire,2,2014,,Mid-Rise,301,314,184789,2012,40.746779,34.060644,-73.990335,-118.293768,Low-Medium,Low,Catastrophic,Very Low,EQR Portfolio Risk Assessment - Tier I evaluation of the following direct financial loss risks:\n- Seismic\n- Flood\n- Wildfire\n- Extreme Heat,2022 - Seismic,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Flood,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Wildfire,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Extreme Heat,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,
31,b15ba5e8-551e-4568-b7cf-1d902687bff4,39b18b75-1472-492c-b3ea-aef2aac1b716,78422f57-f738-4f84-9601-ed7552536619,,24049,Residential,STOA,222 S Main St,Los Angeles,CA,Los Angeles,90012,Los Angeles,Downtown CBD,1,2017,3660.0,Mid-Rise,237,279,178856,2005,47.616976199108,34.050228000000004,-122.346754074097,-118.244661,Low,Low,Catastrophic,Very Low,EQR Portfolio Risk Assessment - Tier I evaluation of the following direct financial loss risks:\n- Seismic\n- Flood\n- Wildfire\n- Extreme Heat,2022 - Seismic,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Flood,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Wildfire,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Extreme Heat,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,
32,7c464655-c115-469f-b730-9bdf9fa71faf,e2bfcb10-f51f-42eb-acda-58ac9de4d039,74498ba3-7e79-45b3-9553-823dceaf9a31,,24051,Residential,Next on Sixth,620 S Virgil Ave,Los Angeles,CA,Los Angeles,90005,Los Angeles,Hollywood/Mid Wilshire,1,2018,22725.0,Mid-Rise,398,447,262513,2000,34.076228,34.063309999999994,-117.57999,-118.286375,Low,Medium,Catastrophic,Very Low,EQR Portfolio Risk Assessment - Tier I evaluation of the following direct financial loss risks:\n- Seismic\n- Flood\n- Wildfire\n- Extreme Heat,2022 - Seismic,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Flood,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Wildfire,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Extreme Heat,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,
33,53d436fe-6146-4fce-98a8-51d16b9f18e6,6ba5e934-80e2-40ef-a85e-f2302e19ebb8,cbd32159-a055-4a2a-9bff-c05e29243373,,24222,Residential,Westside Barry,C on Pico,Los Angeles,CA,Los Angeles,90064,Los Angeles,West Los Angeles,1,1989,,Mid-Rise,18,36,23040,2013,38.853,34.048596999999994,-77.3617,-118.45918,Not Assessed,Low,Catastrophic,Very Low,EQR Portfolio Risk Assessment - Tier I evaluation of the following direct financial loss risks:\n- Seismic\n- Flood\n- Wildfire\n- Extreme Heat,2022 - Seismic,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Flood,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Wildfire,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Extreme Heat,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,
34,1ceb4aea-8ff8-4296-824e-3bfae33dbbc2,1e15d10a-b595-4046-b1e0-736e9aaf535d,675b3f8c-3d37-4bd1-80b3-5b9f9a4f2702,,24300,Residential,Eleve Lofts and Skydeck,200 East Broadway,Glendale,CA,Los Angeles,91205,Los Angeles,Glendale/Pasadena,1,2013,14271.0,Mid-Rise,208,228,114079,2021,30.3165241218629,34.145852000000005,-97.7148685730076,-118.253505,Low,Low-Medium,Catastrophic,Very Low,EQR Portfolio Risk Assessment - Tier I evaluation of the following direct financial loss risks:\n- Seismic\n- Flood\n- Wildfire\n- Extreme Heat,2022 - Seismic,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Flood,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Wildfire,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Extreme Heat,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,
35,184f0a1f-f86b-4c62-b036-3d317780dccc,4aa944cd-1438-4e25-abb9-15508d98a659,e5a44cc0-2070-4748-9e75-d03d25bca257,,29107,Residential,Pacific Place,5211 Pacific Concourse Drive,Los Angeles,CA,Los Angeles,90045,Los Angeles,South Bay,2,2008,,Mid-Rise,430,599,386807,2010,38.880331,33.926853,-77.107594,-118.371279,Low,Low-Medium,Catastrophic,Very Low,EQR Portfolio Risk Assessment - Tier I evaluation of the following direct financial loss risks:\n- Seismic\n- Flood\n- Wildfire\n- Extreme Heat,2022 - Seismic,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Flood,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Wildfire,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Extreme Heat,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,
36,dfb15c22-de99-4c62-933f-aebf66975ad6,b5f15e13-b4f0-47d9-8819-bced783719ec,7c1bbd52-2035-44b2-a081-7d44bfaa6759,,29115,Residential,Hampshire Place,501 S. New Hampshire Ave,Los Angeles,CA,Los Angeles,90020,Los Angeles,Hollywood/Mid Wilshire,3,1989,,Mid-Rise,259,343,169747,2013,38.8595,34.06544554,-77.0561,-118.2929614808,Low,Low,Catastrophic,Very Low,EQR Portfolio Risk Assessment - Tier I evaluation of the following direct financial loss risks:\n- Seismic\n- Flood\n- Wildfire\n- Extreme Heat,2022 - Seismic,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Flood,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Wildfire,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Extreme Heat,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,
37,89f3d381-3eb1-4bf7-8c81-4cfbe2d2c76e,ad0f9efc-f755-4881-87e3-59dec978c91a,715c4de5-d375-4866-b3e1-108dee183617,,29118,Residential,Vintage,955 North Duesenberg Drive,Ontario,CA,San Bernardino,91764,Los Angeles,Inland Empire,12,2005,,Garden,300,504,303857,2013,42.366835,34.075926,-71.082164,-117.57232,Low,Very Low,Catastrophic,Very Low,EQR Portfolio Risk Assessment - Tier I evaluation of the following direct financial loss risks:\n- Seismic\n- Flood\n- Wildfire\n- Extreme Heat,2022 - Seismic,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Flood,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Wildfire,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Extreme Heat,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,
38,d61a6235-9b41-478e-9d0e-f035d3275d48,62dff2d9-6f58-42f0-8c9b-41d193fd2ee5,c4f469f0-d365-486c-b617-ce73b9e09fa1,,29121,Residential,The Reserve at Empire Lakes,11210 4th Street,Rancho Cucamonga,CA,San Bernardino,91730,Los Angeles,Inland Empire,9,2005,,Garden,467,789,453674,2013,42.366835,34.078478000000004,-71.082164,-117.560124,Low,Very Low,Catastrophic,Very Low,EQR Portfolio Risk Assessment - Tier I evaluation of the following direct financial loss risks:\n- Seismic\n- Flood\n- Wildfire\n- Extreme Heat,2022 - Seismic,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Flood,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Wildfire,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Extreme Heat,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,
39,59e68790-a129-4b3a-aff5-cb3057a22c40,dd52f69c-e4d6-484d-bed5-7a94316de7c2,e7b98855-f6da-4f1f-a736-2a5123485f3f,,29126,Residential,Westside Bundy,C on Pico,Los Angeles,CA,Los Angeles,90064,Los Angeles,West Los Angeles,1,1999,,Mid-Rise,23,46,25440,2010,40.762352,34.037380999999996,-73.986258,-118.460084,Not Assessed,Low,Catastrophic,Very Low,EQR Portfolio Risk Assessment - Tier I evaluation of the following direct financial loss risks:\n- Seismic\n- Flood\n- Wildfire\n- Extreme Heat,2022 - Seismic,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Flood,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Wildfire,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Extreme Heat,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,
40,3ab604da-f049-41aa-a96e-db22a6d60858,9aefb23e-5384-4131-ba32-95f07523385f,a385d09d-66a7-4cf6-9fc6-5737125d86a2,,29127,Residential,Westside  Barrington,C on Pico,Los Angeles,CA,Los Angeles,90064,Los Angeles,West Los Angeles,1,1999,,Mid-Rise,36,63,35921,2005,42.3691353273552,34.042882,-71.2483738363685,-118.455791,Not Assessed,Low,Catastrophic,Very Low,EQR Portfolio Risk Assessment - Tier I evaluation of the following direct financial loss risks:\n- Seismic\n- Flood\n- Wildfire\n- Extreme Heat,2022 - Seismic,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Flood,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Wildfire,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Extreme Heat,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,
41,76d4daf1-0be5-473b-9877-803c3e4a0ddf,8740c729-b1e1-4121-ab21-75e6e06c26b4,8f60b765-ba87-4d98-9554-6f7161c47887,,29128,Residential,Westside Butler,C on Pico,Los Angeles,CA,Los Angeles,90064,Los Angeles,West Los Angeles,1,1999,,Mid-Rise,36,66,37509,2021,33.8188165703042,34.040994,-84.4500224288361,-118.448463,Not Assessed,Medium,Catastrophic,Very Low,EQR Portfolio Risk Assessment - Tier I evaluation of the following direct financial loss risks:\n- Seismic\n- Flood\n- Wildfire\n- Extreme Heat,2022 - Seismic,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Flood,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Wildfire,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Extreme Heat,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,
42,0270a5ec-d564-4009-b47a-a9ded6834f8d,853b346a-81b5-4dca-bc45-ddf556f3f57a,6f21cb6c-92a8-45a3-ad7a-0fb0a4328a14,,29129,Residential,Westside Villas,2245 S. Beverly Glen Blvd.,Los Angeles,CA,Los Angeles,90064,Los Angeles,West Los Angeles,3,1999,,Mid-Rise,113,209,120318,2019,40.714054,34.049186999999996,-74.040937,-118.419936,Low,Low-Medium,Catastrophic,Very Low,EQR Portfolio Risk Assessment - Tier I evaluation of the following direct financial loss risks:\n- Seismic\n- Flood\n- Wildfire\n- Extreme Heat,2022 - Seismic,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Flood,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Wildfire,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Extreme Heat,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,
43,0a8b11fc-fbda-4d2a-9775-9bee25c73d69,36f3bdc5-8530-4280-b4e9-fd89d980528f,01da3192-9b4e-4668-bcd9-609b9ae40c0f,,29130,Residential,Hathaway,3500 Hathaway Avenue,Long Beach,CA,Los Angeles,90815,Los Angeles,South Bay,38,1987,,Garden,385,550,266839,2012,40.756101,33.793908,-73.99624,-118.148252,Low,Very Low,Catastrophic,Very Low,EQR Portfolio Risk Assessment - Tier I evaluation of the following direct financial loss risks:\n- Seismic\n- Flood\n- Wildfire\n- Extreme Heat,2022 - Seismic,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Flood,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Wildfire,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Extreme Heat,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,
44,0c65493c-fb88-491e-aac0-db5b88f31130,b5760031-da30-4c53-8436-ac1995cfecee,32a89319-bd56-4fdf-b7ac-6227609df2b7,,29131,Residential,Park West,9400 La Tijera,Los Angeles,CA,Los Angeles,90045,Los Angeles,West Los Angeles,5,1987,,Mid-Rise,444,628,315312,2022,32.8005866824617,33.95608453,-117.2127992,-118.416561484337,Low,Very Low,Catastrophic,Very Low,EQR Portfolio Risk Assessment - Tier I evaluation of the following direct financial loss risks:\n- Seismic\n- Flood\n- Wildfire\n- Extreme Heat,2022 - Seismic,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Flood,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Wildfire,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Extreme Heat,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,
45,07fa7499-5618-49da-a793-b45042cd977c,cd0be0dd-4552-4bb4-a5aa-fdc5efd0a0e7,b21dc5c0-db2e-4bdf-85bb-7d1bdef95561,,29133,Residential,Oak Park,5325 Oak Park Lane,Oak Park,CA,Ventura,91377,Los Angeles,Ventura County,56,1989,,Garden,444,712,389800,2013,33.979755,34.18144606,-118.460418,-118.784926346337,Low,Medium,Catastrophic,Very Low,EQR Portfolio Risk Assessment - Tier I evaluation of the following direct financial loss risks:\n- Seismic\n- Flood\n- Wildfire\n- Extreme Heat,2022 - Seismic,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Flood,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Wildfire,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Extreme Heat,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,
46,18564c7e-7ec7-4031-9194-55ea49210d35,e17c8ae0-6630-4285-808b-1f53029089f7,24205be4-b591-4776-b1c8-95e372ef03f8,,29136,Residential,Summerset Village,11450 North Poema Place,Chatsworth,CA,Los Angeles,91311,Los Angeles,San Fernando Valley,39,1985,,Garden,280,521,286752,2013,33.955161,34.27854624,-118.440412,-118.606316314091,Low,Low,Catastrophic,Very Low,EQR Portfolio Risk Assessment - Tier I evaluation of the following direct financial loss risks:\n- Seismic\n- Flood\n- Wildfire\n- Extreme Heat,2022 - Seismic,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Flood,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Wildfire,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Extreme Heat,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,
47,b2b5dfa1-60d2-4e0a-9dd7-e2957130e22f,d8bcaab2-5604-4563-9448-91e112394e14,a96be648-d834-419e-a657-72360e5fffc8,,29137,Residential,Eagle Canyon,13316 Woodsorrel Rd.,Chino Hills,CA,San Bernardino,91709,Los Angeles,Inland Empire,34,1985,,Garden,252,459,252505,2019,47.6205,34.00992769,-122.341456,-117.745490868811,Low,Very Low,Catastrophic,Very Low,EQR Portfolio Risk Assessment - Tier I evaluation of the following direct financial loss risks:\n- Seismic\n- Flood\n- Wildfire\n- Extreme Heat,2022 - Seismic,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Flood,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Wildfire,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Extreme Heat,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,
48,80f6cf02-4625-47a3-b262-adc7add49710,a5d418f6-1a2b-4a89-8929-ca98ae5d2645,d8bf15ca-f8a1-484d-bb2e-7fc23b49d8c2,,29151,Residential,Portofino (Chino Hills),2851 Bedford Lane,Chino Hills,CA,San Bernardino,91709,Los Angeles,Inland Empire,19,1989,,Garden,176,340,153708,2013,38.8595006278245,34.00783072,-77.0527490067474,-117.741265722008,Low,Very Low,Catastrophic,Very Low,EQR Portfolio Risk Assessment - Tier I evaluation of the following direct financial loss risks:\n- Seismic\n- Flood\n- Wildfire\n- Extreme Heat,2022 - Seismic,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Flood,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Wildfire,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Extreme Heat,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,
49,0f712ca7-430b-4762-8e66-ee3505bea370,b19c40b6-6a8e-4d8b-8c72-c3efc72f00da,94ecd1f9-e100-4062-bf9a-5b70298ccdba,,29156,Residential,Versailles (Woodland Hills),23100 Ave San Luis,Woodland Hills,CA,Los Angeles,91364,Los Angeles,San Fernando Valley,2,1991,,Mid-Rise,253,505,263985,2012,34.048694,34.16185366,-118.255676,-118.630167920123,Low,Low-Medium,Catastrophic,Very Low,EQR Portfolio Risk Assessment - Tier I evaluation of the following direct financial loss risks:\n- Seismic\n- Flood\n- Wildfire\n- Extreme Heat,2022 - Seismic,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Flood,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Wildfire,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Extreme Heat,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,
50,8d23363f-2de6-4324-9fe3-aef6c9157cdb,27ab2b32-a0d3-4e18-940b-43a8ec045657,3a582cf1-e0a5-4d8a-8fde-98fa1ccee0a4,,29158,Residential,Artisan Square,19200 Nordhoff Street,Northridge,CA,Los Angeles,91324,Los Angeles,San Fernando Valley,17,2002,,Garden,140,268,160981,2003,37.45387,34.234836,-121.918777,-118.551729,Low,Very Low,Catastrophic,Very Low,EQR Portfolio Risk Assessment - Tier I evaluation of the following direct financial loss risks:\n- Seismic\n- Flood\n- Wildfire\n- Extreme Heat,2022 - Seismic,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Flood,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Wildfire,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Extreme Heat,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,
51,389ec8ce-678b-4801-bea8-23c673b58ff6,644faac2-08c9-495c-9047-bf44dfe08873,9189730a-7357-4c23-beb0-1eda996faa30,,29165,Residential,Mozaic at Union Station,888 N. Alameda Street,Los Angeles,CA,Los Angeles,90012,Los Angeles,Downtown CBD,2,2007,,Mid-Rise,272,372,252699,2008,38.964096,34.057871,-76.952298,-118.237138,Low,Low-Medium,Catastrophic,Very Low,EQR Portfolio Risk Assessment - Tier I evaluation of the following direct financial loss risks:\n- Seismic\n- Flood\n- Wildfire\n- Extreme Heat,2022 - Seismic,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Flood,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Wildfire,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Extreme Heat,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,
52,ff998805-0f45-4cb1-a4b8-75b5e6ef48d2,f77322c9-0384-4320-96bc-cdddd7173833,a7855007-75bf-448b-bdb6-2bf2b5abcb55,,29167,Residential,Bay Hill,3801 East Pacific Coast Hwy,Long Beach,CA,Los Angeles,90804,Los Angeles,South Bay,10,2002,,Mid-Rise,160,247,145144,2009,34.057871,33.78977569,-118.237138,-118.148134149639,Low,Very Low,Catastrophic,Very Low,EQR Portfolio Risk Assessment - Tier I evaluation of the following direct financial loss risks:\n- Seismic\n- Flood\n- Wildfire\n- Extreme Heat,2022 - Seismic,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Flood,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Wildfire,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Extreme Heat,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,
53,0df7884f-dae2-4c66-b064-4a8518f50a5d,67d2314e-8cff-472d-8b84-55659c1daeaa,b4f7cd82-761c-437f-9f63-261b4ead7bb9,,29180,Residential,Centre Club,1005 North Center Avenue,Ontario,CA,San Bernardino,91764,Los Angeles,Inland Empire,13,1994,,Garden,412,672,382825,2015,47.673923,34.076228,-122.125271,-117.57999,Low,Very Low,Catastrophic,Very Low,EQR Portfolio Risk Assessment - Tier I evaluation of the following direct financial loss risks:\n- Seismic\n- Flood\n- Wildfire\n- Extreme Heat,2022 - Seismic,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Flood,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Wildfire,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Extreme Heat,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,
54,a0848ba3-dfa8-42f3-9709-22296620e7b4,0b06a8ff-fbf2-4eee-81d8-3143ab76f338,430c1132-7c93-4b66-b35f-d85d2e8ae137,,29183,Residential,Portofino (Valencia),24452 Valencia Blvd,Valencia,CA,Los Angeles,91355,Los Angeles,Santa Clarita Valley,9,1989,,Garden,216,324,208287,2004,47.6158461662701,34.41176597,-122.352982163429,-118.564225733722,Low,Very Low,Catastrophic,Very Low,EQR Portfolio Risk Assessment - Tier I evaluation of the following direct financial loss risks:\n- Seismic\n- Flood\n- Wildfire\n- Extreme Heat,2022 - Seismic,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Flood,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Wildfire,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Extreme Heat,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,
55,ca1bd21f-e16d-4043-8ea2-cb3ed4a3dac1,8f4acc38-e282-4b30-935d-004b77ba7e90,11c482f6-8f63-496b-be18-f59f2e952474,,29184,Residential,Skycrest,27800 N. McBean Parkway,Valencia,CA,Los Angeles,91354,Los Angeles,Santa Clarita Valley,19,1999,,Garden,264,396,230690,2013,37.769637,34.44655761,-122.404004,-118.553263216011,Not Assessed,Very Low,Catastrophic,Very Low,EQR Portfolio Risk Assessment - Tier I evaluation of the following direct financial loss risks:\n- Seismic\n- Flood\n- Wildfire\n- Extreme Heat,2022 - Seismic,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Flood,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Wildfire,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Extreme Heat,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,
56,c343310a-26d0-4051-8d6e-4ae925d52692,d3a4ae8d-3f85-44ff-80f6-55aef609653d,b3af3f20-57aa-456b-81fb-c5610ea72143,,29186,Residential,Northglen,23516  W. Magic Mountain Parkw,Valencia,CA,Los Angeles,91355,Los Angeles,Santa Clarita Valley,15,1988,,Garden,234,345,239250,2013,42.359001,34.41505696,-71.054189,-118.546380261867,Low,Low,Catastrophic,Very Low,EQR Portfolio Risk Assessment - Tier I evaluation of the following direct financial loss risks:\n- Seismic\n- Flood\n- Wildfire\n- Extreme Heat,2022 - Seismic,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Flood,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Wildfire,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Extreme Heat,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,
