,Iris ID,Risk ID 1,Risk ID 2,Assessment ID,Ledger,type,Property Name,Address,City,State,County,ZIP,Market,Submarket,# Buildings,Year Built,retail_gfa,Construction Type,Units,number_of_beds,rentable_sqft,Acquired Year,LATITUDE,lat,LONGITUDE,long,Seismic Risk,Flood Risk,Wildfire Risk,Extreme Heat Risk,Executive Summary,Seismic Assessment Title,Seismic Assessment Status,Seismic Assessment Executive Summary,Seismic Recommendation Title,Seismic Recommendation Description,Seismic Recommendation Cost,Seismic Recommendation Further Assessment,Seismic Recommendation Status,Flood Assessment Title,Flood Assessment Status,Flood Assessment Executive Summary,Flood Recommendation Title,Flood Recommendation Description,Flood Recommendation Cost,Flood Recommendation Further Assessment,Flood Recommendation Status,Wildfire Assessment Title,Wildfire Assessment Status,Wildfire Assessment Executive Summary,Wildfire Recommendation Title,Wildfire Recommendation Description,Wildfire Recommendation Cost,Wildfire Recommendation Further Assessment,Wildfire Recommendation Status,Extreme Heat Assessment Title,Extreme Heat Assessment Status,Extreme Heat Assessment Executive Summary,Extreme Heat Recommendation Title,Extreme Heat Recommendation Description,Extreme Heat Recommendation Cost
10,9d15451c-e1a7-463b-a905-d7664c37c696,8ee2a068-b144-489f-8a36-4df88daabb59,5f06444d-763c-4cf8-a50d-d8ef64949909,,19257,Residential,Longview Place,70 Hope Avenue,Waltham,MA,Middlesex,2453,Boston,128 West,3,2004,,High-Rise,348,549,354956,2010,34.150419,42.36913533,-118.147768,-71.2483738363685,Low,Low,Catastrophic,Very Low,EQR Portfolio Risk Assessment - Tier I evaluation of the following direct financial loss risks:\n- Seismic\n- Flood\n- Wildfire\n- Extreme Heat,2022 - Seismic,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Flood,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Wildfire,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Extreme Heat,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0.0
11,295404e9-cd69-436a-be44-c1eb90de4884,7bee2a4b-048a-4613-933d-f93822aa7b7e,89a40277-6f19-4489-93d2-8404863cb98b,,19337,Residential,Third Square,285 Third Street,Cambridge,MA,Middlesex,2142,Boston,MA-Cambridge,1,2008,4290.0,Mid-Rise,292,418,262857,1998,37.362589046834,42.364727,-122.025760643595,-71.083302,Not Assessed,Low,Catastrophic,Very Low,EQR Portfolio Risk Assessment - Tier I evaluation of the following direct financial loss risks:\n- Seismic\n- Flood\n- Wildfire\n- Extreme Heat,2022 - Seismic,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Flood,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Wildfire,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Extreme Heat,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0.0
12,a62e17a7-0664-4571-9a12-10344ee56fbd,fd760371-80c2-4b4f-96b9-0d855eba5a52,7920b281-adeb-4333-b543-b3ae1952c8d7,,19373,Residential,Rosecliff II,790 Willard Street,Quincy,MA,Norfolk,2169,Boston,128 South,2,2005,,Garden,130,200,135450,2003,34.234836,42.229554,-118.551729,-71.030012,Not Assessed,Very Low,Catastrophic,Very Low,EQR Portfolio Risk Assessment - Tier I evaluation of the following direct financial loss risks:\n- Seismic\n- Flood\n- Wildfire\n- Extreme Heat,2022 - Seismic,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Flood,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Wildfire,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Extreme Heat,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0.0
13,fcd178be-0f69-40d0-ab72-c9a0bcc2a626,f6b047ce-4038-40e2-94e8-7cc895410abe,e87af935-e791-4691-8eb2-0afdceb69b6e,,19447,Residential,303 Third Street South,303 Third Street,Cambridge,MA,Middlesex,2142,Boston,MA-Cambridge,1,2009,4289.0,Mid-Rise,179,292,204044,2013,37.844,42.364727,-122.294,-71.083302,Not Assessed,Very Low,Catastrophic,Very Low,EQR Portfolio Risk Assessment - Tier I evaluation of the following direct financial loss risks:\n- Seismic\n- Flood\n- Wildfire\n- Extreme Heat,2022 - Seismic,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Flood,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Wildfire,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Extreme Heat,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0.0
14,26a03310-d7ef-456c-8eb0-12a285fea9fe,9aa428e0-a164-4fd8-be47-2ed3326d9c18,66beb4f6-f5f1-47e7-850e-f02d1bbd5526,,19531,Residential,Alcott Apartments,35 Lomasney Way,Boston,MA,Suffolk,2114,Boston,City of Boston,1,2021,1666.0,High-Rise,470,672,423849,2007,33.831598,42.364901,-117.920755,-71.064716,Low,Very Low,Very Low,Very Low,EQR Portfolio Risk Assessment - Tier I evaluation of the following direct financial loss risks:\n- Seismic\n- Flood\n- Wildfire\n- Extreme Heat,2022 - Seismic,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Flood,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Wildfire,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Extreme Heat,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0.0
15,699d72a6-ad42-4681-b54f-4d7c33ef457d,136a8c61-bed2-4775-8586-4fca1ccc378f,dd321c92-0f25-40ed-ae10-0b4c5dfce59d,,24018,Residential,Girard,50 Malden St,Boston,MA,Suffolk,2118,Boston,City of Boston,1,2016,3504.0,High-Rise,160,253,137418,2011,37.772863,42.339996,-122.392547,-71.068353,Not Assessed,Medium,Catastrophic,Very Low,EQR Portfolio Risk Assessment - Tier I evaluation of the following direct financial loss risks:\n- Seismic\n- Flood\n- Wildfire\n- Extreme Heat,2022 - Seismic,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Flood,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Wildfire,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Extreme Heat,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0.0
16,caf759b9-66c0-4805-8653-fb3097fe12f0,8ac5ff2b-d313-424d-822c-5e8adeb1b489,c06f123b-2843-4a81-9f8f-02933ce0044d,,24030,Residential,Troy Boston,55 Traveler Street,Boston,MA,Suffolk,2118,Boston,City of Boston,2,2015,5457.0,High-Rise,378,462,238127,1998,47.647534163412,42.343645,-122.143087074021,-71.062687,Low,Very Low,Catastrophic,Very Low,EQR Portfolio Risk Assessment - Tier I evaluation of the following direct financial loss risks:\n- Seismic\n- Flood\n- Wildfire\n- Extreme Heat,2022 - Seismic,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Flood,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Wildfire,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Extreme Heat,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0.0
17,822db615-0a46-4609-8b5d-b05c45db26ab,8f9da347-d34c-43a0-80a1-563630404af1,bced6383-dc84-46ab-b0ee-529f9f2d26dc,,24090,Residential,The Reserve at Burlington,20 Corporate Drive,Burlington,MA,Middlesex,1803,Boston,128 North,1,2019,,Mid-Rise,270,404,250444,2013,38.9526,42.49530456,-77.0686,-71.1911202949609,Low,Very Low,Catastrophic,Very Low,EQR Portfolio Risk Assessment - Tier I evaluation of the following direct financial loss risks:\n- Seismic\n- Flood\n- Wildfire\n- Extreme Heat,2022 - Seismic,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Flood,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Wildfire,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Extreme Heat,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0.0
18,566a18c7-359a-42e8-947f-fb539693d101,9dde892f-abec-408b-bbd1-932b39b0440d,25a6c1c4-2e77-4647-b753-3a9dddbada45,,24305,Residential,315 on A,315 A Street,Boston,MA,Suffolk,2210,Boston,City of Boston,1,2013,960.0,High-Rise,202,241,157802,1997,37.7865984015517,42.349003,-122.413758725365,-71.049033,Low,Low,Catastrophic,Very Low,EQR Portfolio Risk Assessment - Tier I evaluation of the following direct financial loss risks:\n- Seismic\n- Flood\n- Wildfire\n- Extreme Heat,2022 - Seismic,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Flood,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Wildfire,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Extreme Heat,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0.0
19,b6f8ac0c-842d-4bed-89e7-ec0ea2a11461,e0d64688-d004-42ef-b02d-224e038e3151,1c0e3941-8dde-4cdc-8d67-53e30dcc6042,,29458,Residential,Walden Park,205 Walden Street,Cambridge,MA,Middlesex,2140,Boston,MA-Cambridge,2,1966,,Mid-Rise,232,284,166774,1999,33.659332,42.38673331,-117.6666,-71.1293782806485,Low,Very Low,Catastrophic,Very Low,EQR Portfolio Risk Assessment - Tier I evaluation of the following direct financial loss risks:\n- Seismic\n- Flood\n- Wildfire\n- Extreme Heat,2022 - Seismic,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Flood,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Wildfire,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Extreme Heat,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0.0
20,eb020b5c-839c-4e18-abb5-ec34439d209e,1ff20434-4bb4-4a84-ba2b-341965f21926,c56ca2a7-6926-47f6-b282-775046ec2b64,,29573,Residential,One India Street,1 India St,Boston,MA,Suffolk,2109,Boston,City of Boston,1,1901,22276.0,Mid-Rise,94,136,77150,2000,34.4465576074032,42.359001,-118.553263216011,-71.054189,Low,Very Low,Catastrophic,Very Low,EQR Portfolio Risk Assessment - Tier I evaluation of the following direct financial loss risks:\n- Seismic\n- Flood\n- Wildfire\n- Extreme Heat,2022 - Seismic,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Flood,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Wildfire,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Extreme Heat,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0.0
21,54302bac-3865-47f9-b3f4-9c065edb7e71,45e4ee1d-050a-4cf5-b4d9-7399f9bfe26f,84fbb47c-f41c-406f-96a5-3518d983335f,,29801,Residential,Watertown Square,20 Watertown St.,Watertown,MA,Middlesex,2472,Boston,128 West,1,2005,3910.0,Mid-Rise,134,185,141163,2019,38.816434,42.3643,-77.050816,-71.1874,Not Assessed,Low,Very Low,Very Low,EQR Portfolio Risk Assessment - Tier I evaluation of the following direct financial loss risks:\n- Seismic\n- Flood\n- Wildfire\n- Extreme Heat,2022 - Seismic,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Flood,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Wildfire,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Extreme Heat,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0.0
22,db73940b-a8e8-46ff-90d1-964236ce2b6f,45b1c5eb-77ec-4aaa-b38b-5fb8b894462b,5c1d8643-3de3-48a5-a507-c98d87df5d18,,29802,Residential,Cronins Landing,237 Moody Street,Waltham,MA,Middlesex,2453,Boston,128 West,1,1998,21163.0,High-Rise,281,480,306998,2014,38.985093,42.372296,-77.097276,-71.236948,Low,Medium,Catastrophic,Very Low,EQR Portfolio Risk Assessment - Tier I evaluation of the following direct financial loss risks:\n- Seismic\n- Flood\n- Wildfire\n- Extreme Heat,2022 - Seismic,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Flood,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Wildfire,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Extreme Heat,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0.0
23,381a2c89-e439-4951-a38d-15192603695c,c8d03342-fafa-4714-b51f-86665dfe2bd6,89f965f2-7cc1-4571-99b3-b537b30b0456,,29803,Residential,660 Washington,660 Washington St.,Boston,MA,Suffolk,2111,Boston,City of Boston,1,2006,6129.0,High-Rise,420,569,351432,2011,34.159773869566,42.351791999999996,-118.448730775011,-71.062443,Low,Low,Catastrophic,Very Low,EQR Portfolio Risk Assessment - Tier I evaluation of the following direct financial loss risks:\n- Seismic\n- Flood\n- Wildfire\n- Extreme Heat,2022 - Seismic,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Flood,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Wildfire,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Extreme Heat,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0.0
24,569061da-5f0c-4281-b118-96bb37308c42,e97f416a-c774-4bd5-bc19-976100a85d48,b0034b9c-6133-4f79-a26f-beed2a14c25b,,29805,Residential,Lofts at Kendall Square,249 Third Street,Cambridge,MA,Middlesex,2142,Boston,MA-Cambridge,1,1898,,Mid-Rise,186,342,170460,2013,38.9072,42.366834999999995,-77.0451,-71.082164,Not Assessed,Low,Catastrophic,Very Low,EQR Portfolio Risk Assessment - Tier I evaluation of the following direct financial loss risks:\n- Seismic\n- Flood\n- Wildfire\n- Extreme Heat,2022 - Seismic,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Flood,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Wildfire,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Extreme Heat,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0.0
25,c69535fb-4b00-411a-b5ce-650dc808c08c,c4bb222e-f824-4a8a-9dda-cbc4237c462f,fa1a6ae3-d266-4077-8ba5-2ca9d96c69fc,,29806,Residential,Quarry Hills,333 Ricciuti Dr.,Quincy,MA,Norfolk,2169,Boston,128 South,23,2006,,Garden,316,550,357076,2006,47.619063,42.2419,-122.322199,-71.0485,Not Assessed,Very Low,Not assessed,Very Low,EQR Portfolio Risk Assessment - Tier I evaluation of the following direct financial loss risks:\n- Seismic\n- Flood\n- Wildfire\n- Extreme Heat,2022 - Seismic,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Flood,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Wildfire,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Extreme Heat,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0.0
26,27251766-413d-4d4d-bc99-70f5f61e600f,0a52d0d6-7b02-4fcf-8775-e1f2285f2d65,271dacb6-91b4-48a9-ac25-09f8918c6603,,29807,Residential,Avenir,101 Canal St.,Boston,MA,Suffolk,2114,Boston,City of Boston,1,2009,25587.0,High-Rise,241,353,241518,2014,34.161544,42.3643,-118.374508,-71.0598,Low,Very Low,Catastrophic,Very Low,EQR Portfolio Risk Assessment - Tier I evaluation of the following direct financial loss risks:\n- Seismic\n- Flood\n- Wildfire\n- Extreme Heat,2022 - Seismic,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Flood,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Wildfire,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Extreme Heat,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0.0
27,abf7fe1b-b481-46b0-bd03-51518b104792,a202d3b3-c8b7-4127-9812-917fd443bfb8,28d8e73b-51ac-4f41-8c5b-21acdc2bb2cd,,29905,Residential,Lofts at Kendall Square II,249 Third St,Cambridge,MA,Middlesex,2142,Boston,MA-Cambridge,1,2019,1973.0,Mid-Rise,84,96,57873,2013,40.7671,42.366834999999995,-73.9904,-71.082164,Not Assessed,Low,Catastrophic,Very Low,EQR Portfolio Risk Assessment - Tier I evaluation of the following direct financial loss risks:\n- Seismic\n- Flood\n- Wildfire\n- Extreme Heat,2022 - Seismic,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Flood,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Wildfire,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Extreme Heat,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0.0
