,group_id,group_name,group_des,group_risk_id
0,5fdd0e77-dd05-43bc-98e8-659d813129e0,Boston,Market,
1,a39408e5-c5db-4b21-a9bc-159cf0a1dde8,New York - Manhattan,Market,
2,ac33235c-beb8-44f3-a6a2-274880a51961,Washington DC,Market,
3,9d51fc2d-7c8a-454d-9658-dc99a8ca5f1a,Los Angeles,Market,
4,b499efbb-a405-46a5-96b3-8d51b045a1b7,Seattle,Market,
5,22277a42-9369-4136-bb5a-379a5a6bc7cb,Denver,Market,
6,6951a08d-cf24-42bf-9d27-839a55c48fe2,San Francisco Bay Area,Market,
7,90139207-f58d-40a6-841d-29e12e5c1c90,Atlanta,Market,
8,a6e63e32-ad8b-4680-9406-8e7a871d3d66,Austin,Market,
9,91488cc8-3e62-47e7-9743-be5fbc123e54,Dallas/Ft. Worth,Market,
10,0ded517f-6ffd-4a29-9b79-c19ce67a6cf2,San Diego,Market,
11,7ee0b877-a100-4baa-9382-c8f77c4745e2,Orange County,Market,
