,group_id,group_name,group_des,group_risk_id
0,6aca24a6-7202-4b96-a2cc-d5bed833fc85,New York - Manhattan,Market,
1,3441b8fa-6529-4330-894f-9b319a037b8f,Washington DC,Market,
2,e6bd50e8-8ddd-423f-b038-847b87a93ea1,Los Angeles,Market,
3,c1ae8e17-07b5-4e1a-948e-2458391fea46,Seattle,Market,
4,7e3a228e-310f-41b3-8c94-7a15e1351d97,Denver,Market,
5,1878aba7-2509-417a-89cf-47a0a09947e9,San Francisco Bay Area,Market,
6,f4e2390d-41a8-4fe0-9f17-7e1e2b42165a,Atlanta,Market,
7,522b0d2f-1e10-48eb-8ff7-0678eea495c8,Austin,Market,
8,5a25fb70-b4c1-41d9-9155-92918aa85e4b,Dallas/Ft. Worth,Market,
9,42d39c81-1a65-4494-af7e-dc42a7de517d,San Diego,Market,
10,7c20f150-e466-4c98-a3d2-7ec825f22d94,Orange County,Market,
11,6fe820be-3cf4-46fe-a961-f587997d9fbc,EQR Portfolio,Portfolio,
