,group_id,group_name,group_des,group_risk_id
0,d23ccd06-5922-48a2-a283-b6065fd7ded6,EQR Portfolio,Portfolio,
1,cd4c4a48-142f-4327-bcc9-25d81c3497dd,MA-Cambridge,Submarket,
2,4094ff66-cfc1-4c24-8eca-af707a176f29,Hudson Waterfront,Submarket,
3,2e208edd-2a89-434b-acb4-09f57a2f6903,128 South,Submarket,
4,cdc9fc81-ce98-460b-a9bd-3632ee287051,City of Boston,Submarket,
5,1007be32-b79e-4f59-915c-251c176c8fbc,Manhattan-Midtown/West,Submarket,
6,1acc5287-a3a8-4da5-a6bd-cc81f3b7a92b,Manhattan-Financial,Submarket,
7,e0e1299b-4afc-4cc4-b54b-4d6e9397b846,Manhattan-Upper West Side,Submarket,
8,22967845-6447-452b-9d87-22497f055df5,VA-Arlington-RB Corridor,Submarket,
9,bf655886-740f-4e12-8b81-8e87c6bfd472,Manhattan-Chelsea,Submarket,
10,4f5cc98d-ead5-4b33-801e-0b57ba4d9225,VA-Fairfax,Submarket,
11,9af6281b-fc0f-4441-bc73-c8ba4bf7dba7,VA-Alexandria,Submarket,
12,358a6b6d-3a0c-491e-8831-6db9d0d433c1,DC-Central,Submarket,
13,95b56586-b53b-43c4-b9ab-8fa01fd97ce5,MD-Silver Spring,Submarket,
14,886d0379-dece-4399-9787-52c448b4dc9b,NY-Suburbs,Submarket,
15,5783b3b9-847d-4cb9-a0bf-a141d1a91420,128 North,Submarket,
16,1fca104f-5b31-4bd3-98ab-d93e4ed09762,MD-Prince George,Submarket,
17,77dc123e-7bc5-491d-9009-a39cbbf36587,128 West,Submarket,
18,fff532b7-9dfd-4745-8941-1f1f8e658fa1,VA-South Arlington,Submarket,
19,d7ce7de6-172a-46d9-b1e2-74618f220d05,Brooklyn,Submarket,
20,41e99f31-82d5-482f-a81b-57718807c7c9,Manhattan-Gramercy,Submarket,
21,a07ad337-5570-4bad-b426-3b0c8b63e01c,Hollywood/Mid Wilshire,Submarket,
22,9ae23cc1-bcac-40c0-ad5d-83ff760568f0,West Los Angeles,Submarket,
23,3313da9c-fd3d-4a98-9369-7ab9d48bd424,West Seattle,Submarket,
24,b3f233fc-96d3-4270-8342-f2d5ec7bef21,Bellevue/Redmond,Submarket,
25,69549afe-3164-4f26-a4ce-a62c2a141509,Capital Hill/First Hill,Submarket,
26,ea13e19a-d414-4c3e-9e7d-ce508c090b87,CBD/Cherry Creek,Submarket,
27,32e247ec-a362-4be8-9881-a22ec5cbcd81,South Lake Union,Submarket,
28,6981f008-24b2-4e1b-847b-f8674aafdf33,MD-Rockville/Gaithersburg,Submarket,
29,7d67f356-6b08-40a2-accf-7cf4076963c9,Castle Rock,Submarket,
30,de356bf1-91d9-4c87-a896-0ad8ff4cc482,Northwest Denver,Submarket,
31,363ae14e-d0c5-4e2e-930a-134d7356f6fe,Downtown CBD,Submarket,
32,4507d623-f0eb-4646-9c19-aee49b67d3b8,SF-South Bay,Submarket,
33,9d6d0dbd-d01a-48e9-ab12-d188c1740103,SF-East Bay,Submarket,
34,bcb935d2-d1ea-441f-9ce7-1bee3978905f,SF-Peninsula,Submarket,
35,67f7d0ae-da5e-49a4-a77c-88f2f811dfb0,North Seattle,Submarket,
36,3a248637-6448-474c-a142-f3453d1b75c5,Northeast Denver,Submarket,
37,d3c2a324-d614-480c-9259-e87e6bcea3d6,Midtown,Submarket,
38,c084f488-3041-424d-95c7-142f556bc267,Central Austin,Submarket,
39,547e01f6-59d1-4a44-a441-9efb6d4799b3,TX-DFW-Far North Dallas,Submarket,
40,65c81d67-031a-4ed1-aa1f-0434dd5754c9,TX-DFW-Intown/Oaklawn,Submarket,
41,108e3932-9dc4-47ec-a009-e5bcf3fa3cb4,GA-ATL-NW,Submarket,
42,303299e6-85d9-486b-9901-bf03759a17c0,TX-DFW-West Dallas,Submarket,
43,60514ef1-f73b-4335-bf71-93e6076b6692,Perimeter,Submarket,
44,582cdbb2-f231-4ed1-9027-90c13d866e8c,I-5 Corridor,Submarket,
45,9b0a7ca5-beba-4d18-be12-e75f61e7e031,East Austin,Submarket,
46,7c96e74f-dda3-4457-bd4b-25bbd8ef6b3d,Glendale/Pasadena,Submarket,
47,00d422e4-7809-4b1f-a318-c88d35e2b245,Belltown/CBD,Submarket,
48,1cab44a1-2d78-403f-8d89-fe2306843c94,SF-Downtown,Submarket,
49,38515e99-bbc8-4e06-a55e-0f84ef58d98d,Bothell/Mill Creek Corridor,Submarket,
50,2c9918fb-3a8a-4add-baf2-e01bddc4854d,South Orange,Submarket,
51,11795192-269b-4594-b306-50c30cbd288c,I-15 Corridor,Submarket,
52,a36d5558-aaf6-4d19-9cca-c45146f7e08d,South Bay,Submarket,
53,17b5d1e2-8951-48a6-b1c4-584943155744,North Orange,Submarket,
54,37db1ac3-5619-4877-918a-0b8b757203cc,Inland Empire,Submarket,
55,fc48d998-53d8-4e00-8fca-da3067c4766d,Ventura County,Submarket,
56,e065e0d2-33de-40b8-baa3-b317a6dc1a6c,San Fernando Valley,Submarket,
57,7b882c73-c379-4534-9ba0-c477222b0e91,Santa Clarita Valley,Submarket,
58,f61948a9-42a3-4c0d-8600-0cbb0e1d2423,Downtown San Diego,Submarket,
59,459a6151-b2ab-4bc1-ae02-c8358baff09c,MD-Bethesda/Chevy Chase,Submarket,
60,b46fd926-809c-4f4f-9c39-eb5dc45ab1e8,SD-South County,Submarket,
61,dd4cfeee-953a-43b5-ba3a-a92d01f04ddc,DC-Upper NW,Submarket,
62,086d074f-ac36-4941-a386-0bf7e2e2c0fe,Manhattan-Upper East Side,Submarket,
