,group_id,group_name,group_des,group_risk_id
0,b1d6da30-4739-47a9-8947-2517eea850e0,EQR Portfolio,Portfolio,0
1,ec3eb8c4-8abd-4eca-8d15-60d19b06105f,MA-Cambridge,Submarket,0
2,4657af08-60f4-4339-9b91-61e5040e5475,Hudson Waterfront,Submarket,0
3,65018bd1-c912-4945-b782-abd3950c674f,128 South,Submarket,0
4,01d0dbf3-a0b7-4813-bb4e-920880e0c090,City of Boston,Submarket,0
5,4b28eb92-8435-4c91-bf7a-d9f160a6c7ed,Manhattan-Midtown/West,Submarket,0
6,f088ff45-0113-4c31-b9c2-2076d50bf9fb,Manhattan-Financial,Submarket,0
7,453cbd03-3dde-4a64-9bfa-43f3bf1a2bec,Manhattan-Upper West Side,Submarket,0
8,b03e5a16-0d75-4040-b649-f4bf7293e782,VA-Arlington-RB Corridor,Submarket,0
9,30cc7f98-da3a-4d58-b0cf-08a325228c28,Manhattan-Chelsea,Submarket,0
10,89425194-6926-45f1-a30c-7a71a8a41190,VA-Fairfax,Submarket,0
11,0fa0e209-63be-4368-8761-3b1d42fcc2d0,VA-Alexandria,Submarket,0
12,1c0759e5-043e-4f65-8926-c7e5059a4d2c,DC-Central,Submarket,0
13,a1c15f32-888e-488d-8ec5-96ab47dbfa87,MD-Silver Spring,Submarket,0
14,74fdd48f-998f-40db-bfaa-da3b8689a291,NY-Suburbs,Submarket,0
15,53b0d22e-7da6-4365-b804-56a20191e2fe,128 North,Submarket,0
16,727c712d-516a-4766-b470-c6811fb394f0,MD-Prince George,Submarket,0
17,056126e5-338b-47b7-b361-784cba811c10,128 West,Submarket,0
18,88015231-1544-4c28-b085-3e8b54e0e998,VA-South Arlington,Submarket,0
19,03341074-b093-4a16-8011-f681a3980b53,Brooklyn,Submarket,0
20,7d6388d8-237b-49d0-a407-ab6f02199df3,Manhattan-Gramercy,Submarket,0
21,649e9903-bbd0-41a1-b49f-4fd365427dad,Hollywood/Mid Wilshire,Submarket,0
22,8d141e8b-2eb4-43d9-8a27-40efb57b94e8,West Los Angeles,Submarket,0
23,34005664-b642-49a4-a3b6-ffefeae228e0,West Seattle,Submarket,0
24,bda5c0a2-008b-404c-811b-29bb850f1b4a,Bellevue/Redmond,Submarket,0
25,50c0936b-0fd2-4059-827a-ff9f5bd58783,Capital Hill/First Hill,Submarket,0
26,720e227f-6fd7-47c5-b90b-55c14e6300cf,CBD/Cherry Creek,Submarket,0
27,8b7421e3-b244-41c7-9026-a92e5aca8965,South Lake Union,Submarket,0
28,ef8031d3-dc1d-404a-af0c-0f1489c3170e,MD-Rockville/Gaithersburg,Submarket,0
29,e0a1d7e9-a6e1-406c-a4e8-f3e5d06e7cc0,Castle Rock,Submarket,0
30,2209f196-e898-41fa-b9b0-b7fc493eee7f,Northwest Denver,Submarket,0
31,a8ac918d-5c24-42fc-bc71-7ea4fc6a0d27,Downtown CBD,Submarket,0
32,bc134d7e-3189-4bc9-92ab-ae19c3679754,SF-South Bay,Submarket,0
33,38a30d7c-9f81-47fb-9da2-d8dd0eea236f,SF-East Bay,Submarket,0
34,5f92084e-b823-4f97-9e8b-e83cb9cf29be,SF-Peninsula,Submarket,0
35,c47e10cc-2170-4b70-a55a-7c7b816305a2,North Seattle,Submarket,0
36,ab9c9157-183d-4704-969e-f1c6eacb206c,Northeast Denver,Submarket,0
37,54fb8651-30eb-46a8-aaad-b6b047b30246,Midtown,Submarket,0
38,8e151efe-433f-4969-967f-612487be276e,Central Austin,Submarket,0
39,92578bda-bd58-473d-b246-e1526338de68,TX-DFW-Far North Dallas,Submarket,0
40,b4b5169b-02c2-4ce8-8ee5-7acd8ca19acc,TX-DFW-Intown/Oaklawn,Submarket,0
41,941c073d-6eb5-4bea-961f-93d4aca61541,GA-ATL-NW,Submarket,0
42,228d559a-963b-4c74-9525-a0f21bb4d58a,TX-DFW-West Dallas,Submarket,0
43,77aeac5d-48bc-42f2-b17a-58e9f05dd536,Perimeter,Submarket,0
44,29866e7a-d369-4425-91e9-3eff5ae3f4fa,I-5 Corridor,Submarket,0
45,e3ab14e0-6f7f-467d-97b2-1afa350f6870,East Austin,Submarket,0
46,7f468672-0c55-4d00-98a4-c42c621f34c4,Glendale/Pasadena,Submarket,0
47,b151b0c6-d313-4a06-8eb9-334fff57e192,Belltown/CBD,Submarket,0
48,74525514-21e0-4b83-bfc1-e05234f52f22,SF-Downtown,Submarket,0
49,fa51d873-5da1-49db-94e6-32c3f9818e4c,Bothell/Mill Creek Corridor,Submarket,0
50,06ee772d-707e-4cfa-af20-a1410d654a96,South Orange,Submarket,0
51,510e4174-e484-4441-98aa-5b8f6916d07f,I-15 Corridor,Submarket,0
52,b718f33a-bd42-4e25-8f65-a1fff4935bb0,South Bay,Submarket,0
