,Iris ID,Risk ID,Assessment ID,Ledger,type,Property Name,Address,City,State,County,ZIP,Market,Submarket,# Buildings,Year Built,retail_gfa,Construction Type,Units,number_of_beds,rentable_sqft,Acquired Year,LATITUDE,lat,LONGITUDE,long,Seismic Risk,Flood Risk,Wildfire Risk,Extreme Heat Risk,Executive Summary,Seismic Assessment Title,Seismic Assessment Status,Seismic Assessment Executive Summary,Seismic Recommendation Title,Seismic Recommendation Description,Seismic Recommendation Cost,Seismic Recommendation Further Assessment,Seismic Recommendation Status,Flood Assessment Title,Flood Assessment Status,Flood Assessment Executive Summary,Flood Recommendation Title,Flood Recommendation Description,Flood Recommendation Cost,Flood Recommendation Further Assessment,Flood Recommendation Status,Wildfire Assessment Title,Wildfire Assessment Status,Wildfire Assessment Executive Summary,Wildfire Recommendation Title,Wildfire Recommendation Description,Wildfire Recommendation Cost,Wildfire Recommendation Further Assessment,Wildfire Recommendation Status,Extreme Heat Assessment Title,Extreme Heat Assessment Status,Extreme Heat Assessment Executive Summary,Extreme Heat Recommendation Title,Extreme Heat Recommendation Description,Extreme Heat Recommendation Cost
31,b15ba5e8-551e-4568-b7cf-1d902687bff4,,,24049,Residential,STOA,222 S Main St,Los Angeles,CA,Los Angeles,90012,Los Angeles,Downtown CBD,1,2017,3660.0,Mid-Rise,237,279,178856,2005,47.616976199108,34.050228000000004,-122.346754074097,-118.244661,Low,Low,Catastrophic,Very Low,EQR Portfolio Risk Assessment - Tier I evaluation of the following direct financial loss risks:\n- Seismic\n- Flood\n- Wildfire\n- Extreme Heat,2022 - Seismic,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Flood,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Wildfire,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Extreme Heat,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,
32,7c464655-c115-469f-b730-9bdf9fa71faf,,,24051,Residential,Next on Sixth,620 S Virgil Ave,Los Angeles,CA,Los Angeles,90005,Los Angeles,Hollywood/Mid Wilshire,1,2018,22725.0,Mid-Rise,398,447,262513,2000,34.076228,34.063309999999994,-117.57999,-118.286375,Low,Medium,Catastrophic,Very Low,EQR Portfolio Risk Assessment - Tier I evaluation of the following direct financial loss risks:\n- Seismic\n- Flood\n- Wildfire\n- Extreme Heat,2022 - Seismic,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Flood,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Wildfire,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Extreme Heat,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,
33,53d436fe-6146-4fce-98a8-51d16b9f18e6,,,24222,Residential,Westside Barry,C on Pico,Los Angeles,CA,Los Angeles,90064,Los Angeles,West Los Angeles,1,1989,,Mid-Rise,18,36,23040,2013,38.853,34.048596999999994,-77.3617,-118.45918,Not Assessed,Low,Catastrophic,Very Low,EQR Portfolio Risk Assessment - Tier I evaluation of the following direct financial loss risks:\n- Seismic\n- Flood\n- Wildfire\n- Extreme Heat,2022 - Seismic,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Flood,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Wildfire,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Extreme Heat,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,
34,1ceb4aea-8ff8-4296-824e-3bfae33dbbc2,,,24300,Residential,Eleve Lofts and Skydeck,200 East Broadway,Glendale,CA,Los Angeles,91205,Los Angeles,Glendale/Pasadena,1,2013,14271.0,Mid-Rise,208,228,114079,2021,30.3165241218629,34.145852000000005,-97.7148685730076,-118.253505,Low,Low-Medium,Catastrophic,Very Low,EQR Portfolio Risk Assessment - Tier I evaluation of the following direct financial loss risks:\n- Seismic\n- Flood\n- Wildfire\n- Extreme Heat,2022 - Seismic,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Flood,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Wildfire,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Extreme Heat,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,
35,184f0a1f-f86b-4c62-b036-3d317780dccc,,,29107,Residential,Pacific Place,5211 Pacific Concourse Drive,Los Angeles,CA,Los Angeles,90045,Los Angeles,South Bay,2,2008,,Mid-Rise,430,599,386807,2010,38.880331,33.926853,-77.107594,-118.371279,Low,Low-Medium,Catastrophic,Very Low,EQR Portfolio Risk Assessment - Tier I evaluation of the following direct financial loss risks:\n- Seismic\n- Flood\n- Wildfire\n- Extreme Heat,2022 - Seismic,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Flood,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Wildfire,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Extreme Heat,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,
36,dfb15c22-de99-4c62-933f-aebf66975ad6,,,29115,Residential,Hampshire Place,501 S. New Hampshire Ave,Los Angeles,CA,Los Angeles,90020,Los Angeles,Hollywood/Mid Wilshire,3,1989,,Mid-Rise,259,343,169747,2013,38.8595,34.06544554,-77.0561,-118.2929614808,Low,Low,Catastrophic,Very Low,EQR Portfolio Risk Assessment - Tier I evaluation of the following direct financial loss risks:\n- Seismic\n- Flood\n- Wildfire\n- Extreme Heat,2022 - Seismic,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Flood,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Wildfire,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Extreme Heat,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,
37,89f3d381-3eb1-4bf7-8c81-4cfbe2d2c76e,,,29118,Residential,Vintage,955 North Duesenberg Drive,Ontario,CA,San Bernardino,91764,Los Angeles,Inland Empire,12,2005,,Garden,300,504,303857,2013,42.366835,34.075926,-71.082164,-117.57232,Low,Very Low,Catastrophic,Very Low,EQR Portfolio Risk Assessment - Tier I evaluation of the following direct financial loss risks:\n- Seismic\n- Flood\n- Wildfire\n- Extreme Heat,2022 - Seismic,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Flood,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Wildfire,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Extreme Heat,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,
38,d61a6235-9b41-478e-9d0e-f035d3275d48,,,29121,Residential,The Reserve at Empire Lakes,11210 4th Street,Rancho Cucamonga,CA,San Bernardino,91730,Los Angeles,Inland Empire,9,2005,,Garden,467,789,453674,2013,42.366835,34.078478000000004,-71.082164,-117.560124,Low,Very Low,Catastrophic,Very Low,EQR Portfolio Risk Assessment - Tier I evaluation of the following direct financial loss risks:\n- Seismic\n- Flood\n- Wildfire\n- Extreme Heat,2022 - Seismic,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Flood,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Wildfire,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Extreme Heat,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,
39,59e68790-a129-4b3a-aff5-cb3057a22c40,,,29126,Residential,Westside Bundy,C on Pico,Los Angeles,CA,Los Angeles,90064,Los Angeles,West Los Angeles,1,1999,,Mid-Rise,23,46,25440,2010,40.762352,34.037380999999996,-73.986258,-118.460084,Not Assessed,Low,Catastrophic,Very Low,EQR Portfolio Risk Assessment - Tier I evaluation of the following direct financial loss risks:\n- Seismic\n- Flood\n- Wildfire\n- Extreme Heat,2022 - Seismic,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Flood,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Wildfire,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Extreme Heat,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,
40,3ab604da-f049-41aa-a96e-db22a6d60858,,,29127,Residential,Westside  Barrington,C on Pico,Los Angeles,CA,Los Angeles,90064,Los Angeles,West Los Angeles,1,1999,,Mid-Rise,36,63,35921,2005,42.3691353273552,34.042882,-71.2483738363685,-118.455791,Not Assessed,Low,Catastrophic,Very Low,EQR Portfolio Risk Assessment - Tier I evaluation of the following direct financial loss risks:\n- Seismic\n- Flood\n- Wildfire\n- Extreme Heat,2022 - Seismic,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Flood,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Wildfire,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Extreme Heat,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,
41,76d4daf1-0be5-473b-9877-803c3e4a0ddf,,,29128,Residential,Westside Butler,C on Pico,Los Angeles,CA,Los Angeles,90064,Los Angeles,West Los Angeles,1,1999,,Mid-Rise,36,66,37509,2021,33.8188165703042,34.040994,-84.4500224288361,-118.448463,Not Assessed,Medium,Catastrophic,Very Low,EQR Portfolio Risk Assessment - Tier I evaluation of the following direct financial loss risks:\n- Seismic\n- Flood\n- Wildfire\n- Extreme Heat,2022 - Seismic,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Flood,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Wildfire,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Extreme Heat,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,
42,0270a5ec-d564-4009-b47a-a9ded6834f8d,,,29129,Residential,Westside Villas,2245 S. Beverly Glen Blvd.,Los Angeles,CA,Los Angeles,90064,Los Angeles,West Los Angeles,3,1999,,Mid-Rise,113,209,120318,2019,40.714054,34.049186999999996,-74.040937,-118.419936,Low,Low-Medium,Catastrophic,Very Low,EQR Portfolio Risk Assessment - Tier I evaluation of the following direct financial loss risks:\n- Seismic\n- Flood\n- Wildfire\n- Extreme Heat,2022 - Seismic,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Flood,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Wildfire,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Extreme Heat,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,
43,0a8b11fc-fbda-4d2a-9775-9bee25c73d69,,,29130,Residential,Hathaway,3500 Hathaway Avenue,Long Beach,CA,Los Angeles,90815,Los Angeles,South Bay,38,1987,,Garden,385,550,266839,2012,40.756101,33.793908,-73.99624,-118.148252,Low,Very Low,Catastrophic,Very Low,EQR Portfolio Risk Assessment - Tier I evaluation of the following direct financial loss risks:\n- Seismic\n- Flood\n- Wildfire\n- Extreme Heat,2022 - Seismic,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Flood,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Wildfire,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Extreme Heat,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,
44,0c65493c-fb88-491e-aac0-db5b88f31130,,,29131,Residential,Park West,9400 La Tijera,Los Angeles,CA,Los Angeles,90045,Los Angeles,West Los Angeles,5,1987,,Mid-Rise,444,628,315312,2022,32.8005866824617,33.95608453,-117.2127992,-118.416561484337,Low,Very Low,Catastrophic,Very Low,EQR Portfolio Risk Assessment - Tier I evaluation of the following direct financial loss risks:\n- Seismic\n- Flood\n- Wildfire\n- Extreme Heat,2022 - Seismic,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Flood,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Wildfire,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Extreme Heat,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,
45,07fa7499-5618-49da-a793-b45042cd977c,,,29133,Residential,Oak Park,5325 Oak Park Lane,Oak Park,CA,Ventura,91377,Los Angeles,Ventura County,56,1989,,Garden,444,712,389800,2013,33.979755,34.18144606,-118.460418,-118.784926346337,Low,Medium,Catastrophic,Very Low,EQR Portfolio Risk Assessment - Tier I evaluation of the following direct financial loss risks:\n- Seismic\n- Flood\n- Wildfire\n- Extreme Heat,2022 - Seismic,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Flood,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Wildfire,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Extreme Heat,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,
46,18564c7e-7ec7-4031-9194-55ea49210d35,,,29136,Residential,Summerset Village,11450 North Poema Place,Chatsworth,CA,Los Angeles,91311,Los Angeles,San Fernando Valley,39,1985,,Garden,280,521,286752,2013,33.955161,34.27854624,-118.440412,-118.606316314091,Low,Low,Catastrophic,Very Low,EQR Portfolio Risk Assessment - Tier I evaluation of the following direct financial loss risks:\n- Seismic\n- Flood\n- Wildfire\n- Extreme Heat,2022 - Seismic,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Flood,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Wildfire,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Extreme Heat,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,
47,b2b5dfa1-60d2-4e0a-9dd7-e2957130e22f,,,29137,Residential,Eagle Canyon,13316 Woodsorrel Rd.,Chino Hills,CA,San Bernardino,91709,Los Angeles,Inland Empire,34,1985,,Garden,252,459,252505,2019,47.6205,34.00992769,-122.341456,-117.745490868811,Low,Very Low,Catastrophic,Very Low,EQR Portfolio Risk Assessment - Tier I evaluation of the following direct financial loss risks:\n- Seismic\n- Flood\n- Wildfire\n- Extreme Heat,2022 - Seismic,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Flood,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Wildfire,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Extreme Heat,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,
48,80f6cf02-4625-47a3-b262-adc7add49710,,,29151,Residential,Portofino (Chino Hills),2851 Bedford Lane,Chino Hills,CA,San Bernardino,91709,Los Angeles,Inland Empire,19,1989,,Garden,176,340,153708,2013,38.8595006278245,34.00783072,-77.0527490067474,-117.741265722008,Low,Very Low,Catastrophic,Very Low,EQR Portfolio Risk Assessment - Tier I evaluation of the following direct financial loss risks:\n- Seismic\n- Flood\n- Wildfire\n- Extreme Heat,2022 - Seismic,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Flood,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Wildfire,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Extreme Heat,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,
49,0f712ca7-430b-4762-8e66-ee3505bea370,,,29156,Residential,Versailles (Woodland Hills),23100 Ave San Luis,Woodland Hills,CA,Los Angeles,91364,Los Angeles,San Fernando Valley,2,1991,,Mid-Rise,253,505,263985,2012,34.048694,34.16185366,-118.255676,-118.630167920123,Low,Low-Medium,Catastrophic,Very Low,EQR Portfolio Risk Assessment - Tier I evaluation of the following direct financial loss risks:\n- Seismic\n- Flood\n- Wildfire\n- Extreme Heat,2022 - Seismic,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Flood,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Wildfire,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Extreme Heat,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,
50,8d23363f-2de6-4324-9fe3-aef6c9157cdb,,,29158,Residential,Artisan Square,19200 Nordhoff Street,Northridge,CA,Los Angeles,91324,Los Angeles,San Fernando Valley,17,2002,,Garden,140,268,160981,2003,37.45387,34.234836,-121.918777,-118.551729,Low,Very Low,Catastrophic,Very Low,EQR Portfolio Risk Assessment - Tier I evaluation of the following direct financial loss risks:\n- Seismic\n- Flood\n- Wildfire\n- Extreme Heat,2022 - Seismic,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Flood,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Wildfire,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Extreme Heat,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,
51,389ec8ce-678b-4801-bea8-23c673b58ff6,,,29165,Residential,Mozaic at Union Station,888 N. Alameda Street,Los Angeles,CA,Los Angeles,90012,Los Angeles,Downtown CBD,2,2007,,Mid-Rise,272,372,252699,2008,38.964096,34.057871,-76.952298,-118.237138,Low,Low-Medium,Catastrophic,Very Low,EQR Portfolio Risk Assessment - Tier I evaluation of the following direct financial loss risks:\n- Seismic\n- Flood\n- Wildfire\n- Extreme Heat,2022 - Seismic,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Flood,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Wildfire,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Extreme Heat,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,
52,ff998805-0f45-4cb1-a4b8-75b5e6ef48d2,,,29167,Residential,Bay Hill,3801 East Pacific Coast Hwy,Long Beach,CA,Los Angeles,90804,Los Angeles,South Bay,10,2002,,Mid-Rise,160,247,145144,2009,34.057871,33.78977569,-118.237138,-118.148134149639,Low,Very Low,Catastrophic,Very Low,EQR Portfolio Risk Assessment - Tier I evaluation of the following direct financial loss risks:\n- Seismic\n- Flood\n- Wildfire\n- Extreme Heat,2022 - Seismic,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Flood,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Wildfire,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Extreme Heat,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,
53,0df7884f-dae2-4c66-b064-4a8518f50a5d,,,29180,Residential,Centre Club,1005 North Center Avenue,Ontario,CA,San Bernardino,91764,Los Angeles,Inland Empire,13,1994,,Garden,412,672,382825,2015,47.673923,34.076228,-122.125271,-117.57999,Low,Very Low,Catastrophic,Very Low,EQR Portfolio Risk Assessment - Tier I evaluation of the following direct financial loss risks:\n- Seismic\n- Flood\n- Wildfire\n- Extreme Heat,2022 - Seismic,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Flood,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Wildfire,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Extreme Heat,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,
54,a0848ba3-dfa8-42f3-9709-22296620e7b4,,,29183,Residential,Portofino (Valencia),24452 Valencia Blvd,Valencia,CA,Los Angeles,91355,Los Angeles,Santa Clarita Valley,9,1989,,Garden,216,324,208287,2004,47.6158461662701,34.41176597,-122.352982163429,-118.564225733722,Low,Very Low,Catastrophic,Very Low,EQR Portfolio Risk Assessment - Tier I evaluation of the following direct financial loss risks:\n- Seismic\n- Flood\n- Wildfire\n- Extreme Heat,2022 - Seismic,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Flood,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Wildfire,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Extreme Heat,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,
55,ca1bd21f-e16d-4043-8ea2-cb3ed4a3dac1,,,29184,Residential,Skycrest,27800 N. McBean Parkway,Valencia,CA,Los Angeles,91354,Los Angeles,Santa Clarita Valley,19,1999,,Garden,264,396,230690,2013,37.769637,34.44655761,-122.404004,-118.553263216011,Not Assessed,Very Low,Catastrophic,Very Low,EQR Portfolio Risk Assessment - Tier I evaluation of the following direct financial loss risks:\n- Seismic\n- Flood\n- Wildfire\n- Extreme Heat,2022 - Seismic,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Flood,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Wildfire,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Extreme Heat,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,
56,c343310a-26d0-4051-8d6e-4ae925d52692,,,29186,Residential,Northglen,23516  W. Magic Mountain Parkw,Valencia,CA,Los Angeles,91355,Los Angeles,Santa Clarita Valley,15,1988,,Garden,234,345,239250,2013,42.359001,34.41505696,-71.054189,-118.546380261867,Low,Low,Catastrophic,Very Low,EQR Portfolio Risk Assessment - Tier I evaluation of the following direct financial loss risks:\n- Seismic\n- Flood\n- Wildfire\n- Extreme Heat,2022 - Seismic,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Flood,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Wildfire,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Extreme Heat,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,
57,a0201f5f-c066-446b-ad10-a9482a077ed8,,,29190,Residential,Westside Beloit,C on Pico,Los Angeles,CA,Los Angeles,90064,Los Angeles,West Los Angeles,1,1999,,Mid-Rise,21,36,21893,2014,33.926853,34.040594,-118.371279,-118.442335,Not Assessed,Very Low,Catastrophic,Very Low,EQR Portfolio Risk Assessment - Tier I evaluation of the following direct financial loss risks:\n- Seismic\n- Flood\n- Wildfire\n- Extreme Heat,2022 - Seismic,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Flood,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Wildfire,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Extreme Heat,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,
58,e05c1f11-fefb-4eed-8c4b-2ede44af3822,,,29213,Residential,Virgil Square,411 South Virgil Avenue,Los Angeles,CA,Los Angeles,90020,Los Angeles,Hollywood/Mid Wilshire,2,1979,,Mid-Rise,142,164,90832,2007,40.778508,34.06653837,-73.983488,-118.2870328766,Low,Low,Catastrophic,Very Low,EQR Portfolio Risk Assessment - Tier I evaluation of the following direct financial loss risks:\n- Seismic\n- Flood\n- Wildfire\n- Extreme Heat,2022 - Seismic,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Flood,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Wildfire,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Extreme Heat,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,
59,556cca54-d9d9-4843-91a0-f6d567102c2a,,,29215,Residential,The Oaks,27105 Silver Oak Lane,Santa Clarita,CA,Los Angeles,91387,Los Angeles,Santa Clarita Valley,67,2000,,Garden,520,939,514619,2007,40.740588,34.40565043,-73.979595,-118.455601945316,Low,Low,Catastrophic,Very Low,EQR Portfolio Risk Assessment - Tier I evaluation of the following direct financial loss risks:\n- Seismic\n- Flood\n- Wildfire\n- Extreme Heat,2022 - Seismic,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Flood,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Wildfire,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Extreme Heat,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,
60,54d02b1f-5e25-4a85-aea2-4fb19ddaafa5,,,29221,Residential,Jia,639 N. Broadway,Los Angeles,CA,Los Angeles,90012,Los Angeles,Downtown CBD,1,2014,16124.0,Mid & High Rises,280,335,225803,2014,37.839727,34.05986,-122.28784,-118.239986,Low,Very Low,Catastrophic,Very Low,EQR Portfolio Risk Assessment - Tier I evaluation of the following direct financial loss risks:\n- Seismic\n- Flood\n- Wildfire\n- Extreme Heat,2022 - Seismic,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Flood,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Wildfire,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Extreme Heat,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,
61,c87c18a1-cb95-4c0e-9df6-3a0e27864e1d,,,29229,Residential,Bella Vista at  Warner Ridge,6150 DeSoto Avenue,Woodland Hills,CA,Los Angeles,91367,Los Angeles,San Fernando Valley,20,2003,,Mid-Rise,579,916,580962,2013,38.9467,34.18175683,-77.0652,-118.590402558775,Not Assessed,Very Low,Catastrophic,Very Low,EQR Portfolio Risk Assessment - Tier I evaluation of the following direct financial loss risks:\n- Seismic\n- Flood\n- Wildfire\n- Extreme Heat,2022 - Seismic,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Flood,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Wildfire,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Extreme Heat,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,
62,6a5f3e34-da7c-4585-a438-2c6de76a71b8,,,29238,Residential,Academy Village,5225 Blakeslee Avenue,North Hollywood,CA,Los Angeles,91601,Los Angeles,San Fernando Valley,1,1989,,Mid-Rise,248,347,189640,1995,33.9560845348096,34.165445,-118.416561484337,-118.372476,Low,Very Low,Catastrophic,Very Low,EQR Portfolio Risk Assessment - Tier I evaluation of the following direct financial loss risks:\n- Seismic\n- Flood\n- Wildfire\n- Extreme Heat,2022 - Seismic,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Flood,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Wildfire,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Extreme Heat,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,
63,ebb4faef-48bc-49cc-94c4-165791ae5b6e,,,29247,Residential,Kenwood Mews,230 North Kenwood Street,Burbank,CA,Los Angeles,91505,Los Angeles,San Fernando Valley,7,1991,,Mid-Rise,141,220,132489,2011,34.05001,34.155023,-118.25763,-118.34316,Low,Low-Medium,Catastrophic,Very Low,EQR Portfolio Risk Assessment - Tier I evaluation of the following direct financial loss risks:\n- Seismic\n- Flood\n- Wildfire\n- Extreme Heat,2022 - Seismic,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Flood,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Wildfire,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Extreme Heat,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,
