,Iris ID,Risk ID 1,Risk ID 2,Risk ID 3,Assessment ID,Ledger,Property Name,Address,City,State,County,ZIP,Market,Submarket,# Buildings,Year Built,Construction Type,Units,LATITUDE,LONGITUDE,Rentable Sqft,Primary Use,Number of beds,n Floors,Seismic Risk 2022,Seismic Hazard 2022,Wildfire Risk 2022,Wildfire Hazard 2022,Wildfire Risk 2052,Wildfire Hazard 2052,Flood Risk 2022,Flood Hazard 2022,Flood Risk 2037,Flood Hazard 2037,Flood Risk 2052,Flood Hazard 2052,Extrem Heat Risk 2022,Extrem Heat Hazard 2022,Extreme Heat Risk 2052,Extreme Heat Hazard 2052
0,fc445375-621a-44b2-839a-883f0641ef50,b0c1c7da-7b78-4518-bb29-d8e9fe99a791,60363517-0794-452a-bafc-4a37ba49aae5,74e86f7e-0032-4a9e-9f16-1d07a2dc10ee,,19038,929 Mass Apartments,929 Massachusetts Avenue,Cambridge,MA,Middlesex,2139,Boston,MA-Cambridge,2,1975,High-Rise,127,42.368602,-71.109089,73342.0,PRIMARY_USE_HEALTHCARE,161,18.0,Very Low,Low,Very Low,Moderate,Very Low,Moderate,Low,Moderate,Low,Moderate,Low,Moderate,Very Low,Moderately High,Very Low,Moderately High
1,e7e7fd3c-110a-4f4e-b958-26f993e97eef,c82a98bd-c867-419a-a256-bc115071ecd0,b818326f-44c3-4c7f-920e-0d01974035ba,07fc0daa-320d-4b20-9a17-edb98618a9d5,,19079,Hudson Point,131 Dudley Street,Jersey City,NJ,Hudson,7302,New York - Manhattan,Hudson Waterfront,1,2003,High-Rise,182,40.7126881,-74.03992679,181132.0,PRIMARY_USE_RESIDENTIAL,279,6.0,Very Low,Low,Very Low,Moderate,Very Low,Moderate,Very Low,Low,Very Low,Moderate,Very Low,Low,Very Low,Moderately High,Very Low,Moderately High
2,36dce22d-6fe6-4de0-8dd5-a5fcbfe2dd03,861b3edb-f529-4d98-be30-a2e2f178fba1,3d812572-6785-45fc-ba36-4195805f5115,b855b426-9fa1-4445-8acf-89ec0f4b531f,,19080,The Pier,1 Harborside Place,Jersey City,NJ,Hudson,7311,New York - Manhattan,Hudson Waterfront,1,2003,Mid-Rise,297,40.71932286,-74.03132915,301167.0,PRIMARY_USE_RESIDENTIAL,427,8.0,Very Low,Low,Very Low,Moderate,Very Low,Moderate,Medium,Very High,Medium,Very High,Medium,Very High,Very Low,Moderately High,Very Low,Moderately High
3,d3a68504-cb68-434b-97d4-f52950b5ce91,be12f76b-4802-4853-ba04-f706b6a6c846,8d340306-6319-4390-8f2e-f42d47f23b9f,3d6dbdc4-2bf5-4b0a-aeaf-362b52505265,,19082,The Landings at Port Imperial,Four Avenue At Port Imperial,West New York,NJ,Hudson County,7093,New York - Manhattan,Hudson Waterfront,4,1999,Garden,276,40.78530325,-74.00206705,267313.0,PRIMARY_USE_RETAIL,440,4.0,Very Low,Low,Very Low,Moderate,Very Low,Moderate,Very Low,Moderate,Very Low,High,Very Low,High,Very Low,Moderately High,Very Low,Moderately High
4,7336019a-8e65-4bf9-9511-b9204f15a0e7,84166e5e-48a6-4281-bcb2-e499fc528ad2,85050d2e-4405-4e30-9312-d0f176e89cb9,b3668c01-845b-4c2d-9fd5-321bbcbe9a2b,,19083,Rosecliff,790 Willard St,Quincy,MA,Norfolk,2169,Boston,128 South,3,1990,Garden,156,42.229554,-71.030012,144273.0,PRIMARY_USE_RESIDENTIAL,237,4.0,Very Low,Low,Very Low,Moderate,Very Low,Moderate,Very Low,Low,Very Low,Low,Very Low,Low,Very Low,Moderately High,Very Low,Moderately High
5,0ca43fb4-5f70-4954-8897-f73101ca36bc,9102f040-67d5-4ca5-adad-9e5eee44a385,2c585412-09b7-4962-9004-c4278b5e5a6f,bbdc08a8-8419-434d-9243-7ae43b1ef386,,19094,Portside Towers,155 Washington Street,Jersey City,NJ,Hudson,7302,New York - Manhattan,Hudson Waterfront,2,1992,High-Rise,527,40.71248319,-74.03827389,563267.0,PRIMARY_USE_SCHOOL,842,25.0,Very Low,Low,Very Low,Moderate,Very Low,Moderate,Medium,Very High,Medium,Very High,Medium,Very High,Very Low,Moderately High,Very Low,Moderately High
6,043d4647-cc4f-4216-a0f9-50c361648233,0ca36214-60ff-4466-ba0f-6fcdcdea41f7,dd3adeec-c595-4ea1-8052-eca96d842ce4,3c01394d-01f9-4d0c-8765-41da3ce56082,,19096,Lincoln Heights,175 Centre Street,Quincy,MA,Norfolk,2169,Boston,128 South,17,1991,Garden,336,42.23941611,-71.01699829,266568.0,PRIMARY_USE_RESIDENTIAL,456,3.0,Very Low,Low,Very Low,Moderate,Very Low,Moderate,Low,Moderate,Low,Moderate,Low,Moderate,Very Low,Moderately High,Very Low,Moderately High
7,e6003862-bc20-4a58-bb2a-8594d4244cfe,75ffcf77-a407-4349-8412-b953ca75bdb2,78735ced-c926-41c2-970b-82da7aa261e2,87db23c0-f5eb-496d-ade5-244f176f747f,,19137,The Towers at Longfellow,72 Staniford Street,Boston,MA,Suffolk,2114,Boston,City of Boston,2,1975,High-Rise,710,42.362846,-71.063872,703428.0,PRIMARY_USE_HEALTHCARE,946,39.0,Very Low,Low,Very Low,Moderate,Very Low,Moderate,Very Low,Low,Very Low,Low,Very Low,Low,Very Low,Moderately High,Very Low,Moderately High
8,b540133d-a426-4f9b-9086-980f10fdec77,33e2ee9a-5f76-428d-bac0-df26b7bac22c,48bafc41-73df-49df-8b6e-8c9010e3820f,6cd0d674-940e-43d4-9832-d01cc9b2d0d7,,19145,Liberty Park,1 Matthew Lane,Braintree,MA,Norfolk,2184,Boston,128 South,30,2000,Garden,202,42.194388,-70.979712,197832.0,PRIMARY_USE_RESIDENTIAL,330,3.0,Very Low,Low,Very Low,Moderate,Very Low,Moderate,Very Low,Low,Very Low,Low,Very Low,Low,Very Low,Moderately High,Very Low,Moderately High
9,824942b4-d05e-4bfb-8e34-09fb3881c1c0,44f05998-31b5-46a5-9148-726ce4377b4b,a986b14b-b2d9-4b48-8598-cf4fddc87ae8,e077a260-84eb-4316-8d52-5ffb6b1c96ca,,19153,Hudson Crossing,400 West 37th Street,New York,NY,New York,10018,New York - Manhattan,Manhattan-Midtown/West,1,2003,High-Rise,259,40.755303,-73.9949,144445.0,PRIMARY_USE_RETAIL,293,14.0,Very Low,Low,Very Low,Moderate,Very Low,Moderate,Very Low,Low,Very Low,Low,Very Low,Low,Very Low,Moderately High,Very Low,Moderately High
