,group_id,group_name,group_des,group_risk_id
0,17912b1d-c5f6-4a33-94c5-2a13a8fd3453,New York - Manhattan,Market,
1,398202dd-c568-4ac5-8dad-28e564669316,Washington DC,Market,
2,4f1df200-9b51-4430-b3b1-ccff58ee5373,Los Angeles,Market,
3,fa333295-dff9-439a-a832-6896db7a9076,Seattle,Market,
4,f52e6039-942d-424c-b6cc-b6c726976518,Denver,Market,
5,a26626e3-8022-47eb-97d6-f884687e9984,San Francisco Bay Area,Market,
6,23cc9f71-119e-474e-aaae-0bc62100660b,Atlanta,Market,
7,23578e70-fb2b-4c1f-a205-76cee0bb4733,Austin,Market,
8,bf992227-18e5-44fb-affd-db2fee206552,Dallas/Ft. Worth,Market,
9,df3940a5-835f-4f3e-8e3a-dfb69964ae42,San Diego,Market,
10,794c6bdd-4318-4fde-9ea5-972ee0b064e0,Orange County,Market,
11,b4d1451b-bfa4-496f-8f58-1aa824fbac6b,EQR Portfolio,Portfolio,
